isolate_id,sample_accession,country_name,region,specimen_category,collection_year,country_raw,collection_site,collection_date,isolation_source,host,scientific_name,study_accession,center_name
SRR1167348,SAMN02403601,South Africa,,,,South Africa,,missing,missing,Homo sapiens,Mycobacterium tuberculosis TB_RSA160,PRJNA228155,BI
SRR1167350,SAMN02403568,South Africa,,,,South Africa,,missing,missing,Homo sapiens,Mycobacterium tuberculosis TB_RSA127,PRJNA228122,BI
SRR1167351,SAMN02403591,South Africa,,,,South Africa,,missing,missing,Homo sapiens,Mycobacterium tuberculosis TB_RSA150,PRJNA228145,BI
SRR1167352,SAMN02403579,South Africa,,,,South Africa,,missing,missing,Homo sapiens,Mycobacterium tuberculosis TB_RSA138,PRJNA228133,BI
SRR1167353,SAMN02403600,South Africa,,,,South Africa,,missing,missing,Homo sapiens,Mycobacterium tuberculosis TB_RSA159,PRJNA228154,BI
SRR1167354,SAMN02403552,South Africa,,,,South Africa,,missing,missing,Homo sapiens,Mycobacterium tuberculosis TB_RSA111,PRJNA228105,BI
SRR1167355,SAMN02403594,South Africa,,,,South Africa,,missing,missing,Homo sapiens,Mycobacterium tuberculosis TB_RSA153,PRJNA228148,BI
SRR1167357,SAMN02403548,South Africa,,,,South Africa,,missing,missing,Homo sapiens,Mycobacterium tuberculosis TB_RSA107,PRJNA228101,BI
SRR1167358,SAMN02403603,South Africa,,,,South Africa,,missing,missing,Homo sapiens,Mycobacterium tuberculosis TB_RSA162,PRJNA228157,BI
SRR1167359,SAMN02403550,South Africa,,,,South Africa,,missing,missing,Homo sapiens,Mycobacterium tuberculosis TB_RSA109,PRJNA228103,BI
SRR1167360,SAMN02403569,South Africa,,,,South Africa,,missing,missing,Homo sapiens,Mycobacterium tuberculosis TB_RSA128,PRJNA228123,BI
SRR1167361,SAMN02403543,South Africa,,,,South Africa,,missing,missing,Homo sapiens,Mycobacterium tuberculosis TB_RSA102,PRJNA228096,BI
SRR1167362,SAMN02403570,South Africa,,,,South Africa,,missing,missing,Homo sapiens,Mycobacterium tuberculosis TB_RSA129,PRJNA228124,BI
SRR1167363,SAMN02403564,South Africa,,,,South Africa,,missing,missing,Homo sapiens,Mycobacterium tuberculosis TB_RSA123,PRJNA228118,BI
SRR1167364,SAMN02403555,South Africa,,,,South Africa,,missing,missing,Homo sapiens,Mycobacterium tuberculosis TB_RSA114,PRJNA228108,BI
SRR1167365,SAMN02403588,South Africa,,,,South Africa,,missing,missing,Homo sapiens,Mycobacterium tuberculosis TB_RSA147,PRJNA228142,BI
SRR1167366,SAMN02403546,South Africa,,,,South Africa,,missing,missing,Homo sapiens,Mycobacterium tuberculosis TB_RSA105,PRJNA228099,BI
SRR1167367,SAMN02403566,South Africa,,,,South Africa,,missing,missing,Homo sapiens,Mycobacterium tuberculosis TB_RSA125,PRJNA228120,BI
SRR1167368,SAMN02403541,South Africa,,,,South Africa,,missing,missing,Homo sapiens,Mycobacterium tuberculosis TB_RSA100,PRJNA228094,BI
SRR1167370,SAMN02403540,South Africa,,,,South Africa,,missing,missing,Homo sapiens,Mycobacterium tuberculosis TB_RSA99,PRJNA228093,BI
SRR1167371,SAMN02403571,South Africa,,,,South Africa,,missing,missing,Homo sapiens,Mycobacterium tuberculosis TB_RSA130,PRJNA228125,BI
SRR1167373,SAMN02403572,South Africa,,,,South Africa,,missing,missing,Homo sapiens,Mycobacterium tuberculosis TB_RSA131,PRJNA228126,BI
SRR1167374,SAMN02403539,South Africa,,,,South Africa,,missing,missing,Homo sapiens,Mycobacterium tuberculosis TB_RSA98,PRJNA228092,BI
SRR1167375,SAMN02403593,South Africa,,,,South Africa,,missing,missing,Homo sapiens,Mycobacterium tuberculosis TB_RSA152,PRJNA228147,BI
SRR1167377,SAMN02403578,South Africa,,,,South Africa,,missing,missing,Homo sapiens,Mycobacterium tuberculosis TB_RSA137,PRJNA228132,BI
SRR1167380,SAMN02403567,South Africa,,,,South Africa,,missing,missing,Homo sapiens,Mycobacterium tuberculosis TB_RSA126,PRJNA228121,BI
SRR1167381,SAMN02403536,South Africa,,,,South Africa,,missing,missing,Homo sapiens,Mycobacterium tuberculosis TB_RSA95,PRJNA228089,BI
SRR1167382,SAMN02403560,South Africa,,,,South Africa,,missing,missing,Homo sapiens,Mycobacterium tuberculosis TB_RSA119,PRJNA228113,BI
SRR1167383,SAMN02403561,South Africa,,,,South Africa,,missing,missing,Homo sapiens,Mycobacterium tuberculosis TB_RSA120,PRJNA228114,BI
SRR1167385,SAMN02403586,South Africa,,,,South Africa,,missing,missing,Homo sapiens,Mycobacterium tuberculosis TB_RSA145,PRJNA228140,BI
SRR1167386,SAMN02403598,South Africa,,,,South Africa,,missing,missing,Homo sapiens,Mycobacterium tuberculosis TB_RSA157,PRJNA228152,BI
SRR1167387,SAMN02403605,South Africa,,,,South Africa,,missing,missing,Homo sapiens,Mycobacterium tuberculosis TB_RSA164,PRJNA228159,BI
SRR1167388,SAMN02403559,South Africa,,,,South Africa,,missing,missing,Homo sapiens,Mycobacterium tuberculosis TB_RSA118,PRJNA228112,BI
SRR1167389,SAMN02403590,South Africa,,,,South Africa,,missing,missing,Homo sapiens,Mycobacterium tuberculosis TB_RSA149,PRJNA228144,BI
SRR1167390,SAMN02403565,South Africa,,,,South Africa,,missing,missing,Homo sapiens,Mycobacterium tuberculosis TB_RSA124,PRJNA228119,BI
SRR1167391,SAMN02403608,South Africa,,,,South Africa,,missing,missing,Homo sapiens,Mycobacterium tuberculosis TB_RSA167,PRJNA228162,BI
SRR1167392,SAMN02403618,South Africa,,,,South Africa,,missing,missing,Homo sapiens,Mycobacterium tuberculosis TB_RSA177,PRJNA228172,BI
SRR1168954,SAMN02403591,South Africa,,,,South Africa,,missing,missing,Homo sapiens,Mycobacterium tuberculosis TB_RSA150,PRJNA228145,BI
SRR1168958,SAMN02419612,Belarus,,unspecified_fluid,2013,Belarus,,2013,excreted bodily substance,Homo sapiens,Mycobacterium tuberculosis XTB13-177,PRJNA229652,BI
SRR1168959,SAMN02419626,Belarus,,unspecified_fluid,2012,Belarus,,2012,excreted bodily substance,Homo sapiens,Mycobacterium tuberculosis XTB13-192,PRJNA229666,BI
SRR1168960,SAMN02584674,,,,2010,,,2010-10-27,missing,Homo sapiens,Mycobacterium tuberculosis MD16573,PRJNA234651,BI
SRR1168963,SAMN02419607,Belarus,,unspecified_fluid,2013,Belarus,,2013,excreted bodily substance,Homo sapiens,Mycobacterium tuberculosis XTB13-169,PRJNA229647,BI
SRR1168964,SAMN02403586,South Africa,,,,South Africa,,missing,missing,Homo sapiens,Mycobacterium tuberculosis TB_RSA145,PRJNA228140,BI
SRR1168966,SAMN02584670,,,,2010,,,2010-10-19,missing,Homo sapiens,Mycobacterium tuberculosis MD15597,PRJNA234646,BI
SRR1168967,SAMN02584621,,,,2010,,,2010-11-30,missing,Homo sapiens,Mycobacterium tuberculosis MD17503,PRJNA234583,BI
SRR1168970,SAMN02419673,Belarus,,unspecified_fluid,2010,Belarus,,2010,excreted bodily substance,Homo sapiens,Mycobacterium tuberculosis XTB13-249,PRJNA229715,BI
SRR1168971,SAMN02403579,South Africa,,,,South Africa,,missing,missing,Homo sapiens,Mycobacterium tuberculosis TB_RSA138,PRJNA228133,BI
SRR1168975,SAMN02419671,Belarus,,unspecified_fluid,2010,Belarus,,2010,excreted bodily substance,Homo sapiens,Mycobacterium tuberculosis XTB13-246,PRJNA229713,BI
SRR1168976,SAMN02419677,Belarus,,unspecified_fluid,2010,Belarus,,2010,excreted bodily substance,Homo sapiens,Mycobacterium tuberculosis XTB13-253,PRJNA229719,BI
SRR1168978,SAMN02584622,,,,2010,,,2010-11-30,missing,Homo sapiens,Mycobacterium tuberculosis MD17517,PRJNA234584,BI
SRR1168979,SAMN02419608,Belarus,,unspecified_fluid,2013,Belarus,,2013,excreted bodily substance,Homo sapiens,Mycobacterium tuberculosis XTB13-172,PRJNA229648,BI
SRR1168981,SAMN02419617,Belarus,,unspecified_fluid,2013,Belarus,,2013,excreted bodily substance,Homo sapiens,Mycobacterium tuberculosis XTB13-183,PRJNA229657,BI
SRR1168984,SAMN02584614,,,,,,,22/25/2010,missing,Homo sapiens,Mycobacterium tuberculosis MD18498,PRJNA234576,BI
SRR1168985,SAMN02419653,Belarus,,unspecified_fluid,2011,Belarus,,2011,excreted bodily substance,Homo sapiens,Mycobacterium tuberculosis XTB13-225,PRJNA229695,BI
SRR1168987,SAMN02419661,Belarus,,unspecified_fluid,2012,Belarus,,2012,excreted bodily substance,Homo sapiens,Mycobacterium tuberculosis XTB13-234,PRJNA229703,BI
SRR1168990,SAMN02584605,,,,2010,,,2010-12-24,missing,Homo sapiens,Mycobacterium tuberculosis MD19323,PRJNA234567,BI
SRR1168991,SAMN02419632,Belarus,,unspecified_fluid,2012,Belarus,,2012,excreted bodily substance,Homo sapiens,Mycobacterium tuberculosis XTB13-198,PRJNA229672,BI
SRR1168992,SAMN02419664,Belarus,,unspecified_fluid,2012,Belarus,,2012,excreted bodily substance,Homo sapiens,Mycobacterium tuberculosis XTB13-238,PRJNA229706,BI
SRR1168993,SAMN02419685,Belarus,,unspecified_fluid,2010,Belarus,,2010,excreted bodily substance,Homo sapiens,Mycobacterium tuberculosis XTB13-290,PRJNA229727,BI
SRR1168994,SAMN02584597,,,,2010,,,2010-12-17,missing,Homo sapiens,Mycobacterium tuberculosis MD17748,PRJNA234559,BI
SRR1168997,SAMN02584652,,,,2010,,,2010-11-04,missing,Homo sapiens,Mycobacterium tuberculosis MD15855,PRJNA234620,BI
SRR1169001,SAMN02419643,Belarus,,unspecified_fluid,2013,Belarus,,2013,excreted bodily substance,Homo sapiens,Mycobacterium tuberculosis XTB13-210,PRJNA229685,BI
SRR1169003,SAMN02403594,South Africa,,,,South Africa,,missing,missing,Homo sapiens,Mycobacterium tuberculosis TB_RSA153,PRJNA228148,BI
SRR1169004,SAMN02584585,,,,2010,,,2010-12-10,missing,Homo sapiens,Mycobacterium tuberculosis MD17902,PRJNA234546,BI
SRR1169009,SAMN02419621,Belarus,,unspecified_fluid,2013,Belarus,,2013,excreted bodily substance,Homo sapiens,Mycobacterium tuberculosis XTB13-187,PRJNA229661,BI
SRR1169010,SAMN02584610,,,,2010,,,2010-12-06,missing,Homo sapiens,Mycobacterium tuberculosis MD18112,PRJNA234572,BI
SRR1169013,SAMN02584599,,,,2010,,,2010-12-18,missing,Homo sapiens,Mycobacterium tuberculosis MD20344,PRJNA234561,BI
SRR1169014,SAMN02419654,Belarus,,unspecified_fluid,2013,Belarus,,2013,excreted bodily substance,Homo sapiens,Mycobacterium tuberculosis XTB13-227,PRJNA229696,BI
SRR1169016,SAMN02584631,,,,2010,,,2010-12-06,missing,Homo sapiens,Mycobacterium tuberculosis MD17888,PRJNA234593,BI
SRR1169018,SAMN02584616,,,,2010,,,2010-12-06,missing,Homo sapiens,Mycobacterium tuberculosis MD18090,PRJNA234578,BI
SRR1169021,SAMN02584588,,,,2010,,,2010-11-11,missing,Homo sapiens,Mycobacterium tuberculosis MD16555,PRJNA234549,BI
SRR1169023,SAMN02584617,,,,2010,,,2010-11-27,missing,Homo sapiens,Mycobacterium tuberculosis MD18314,PRJNA234579,BI
SRR1169025,SAMN02419656,Belarus,,unspecified_fluid,2012,Belarus,,2012,excreted bodily substance,Homo sapiens,Mycobacterium tuberculosis XTB13-229,PRJNA229698,BI
SRR1169027,SAMN02419628,Belarus,,unspecified_fluid,2012,Belarus,,2012,excreted bodily substance,Homo sapiens,Mycobacterium tuberculosis XTB13-194,PRJNA229668,BI
SRR1169029,SAMN02584654,,,,2010,,,2010-10-27,missing,Homo sapiens,Mycobacterium tuberculosis MD15774,PRJNA234623,BI
SRR1169033,SAMN02419634,Belarus,,unspecified_fluid,2012,Belarus,,2012,excreted bodily substance,Homo sapiens,Mycobacterium tuberculosis XTB13-200,PRJNA229674,BI
SRR1169035,SAMN02584644,,,,2010,,,2010-11-08,missing,Homo sapiens,Mycobacterium tuberculosis MD17006,PRJNA234608,BI
SRR1169039,SAMN02419624,Belarus,,unspecified_fluid,2012,Belarus,,2012,excreted bodily substance,Homo sapiens,Mycobacterium tuberculosis XTB13-190,PRJNA229664,BI
SRR1169040,SAMN02419678,Belarus,,unspecified_fluid,2012,Belarus,,2012,excreted bodily substance,Homo sapiens,Mycobacterium tuberculosis XTB13-255,PRJNA229720,BI
SRR1169041,SAMN02584665,,,,2010,,,2010-10-14,missing,Homo sapiens,Mycobacterium tuberculosis MD13878,PRJNA234641,BI
SRR1169042,SAMN02584635,,,,2010,,,2010-11-15,missing,Homo sapiens,Mycobacterium tuberculosis MD16277,PRJNA234597,BI
SRR1169044,SAMN02419638,Belarus,,unspecified_fluid,2012,Belarus,,2012,excreted bodily substance,Homo sapiens,Mycobacterium tuberculosis XTB13-205,PRJNA229679,BI
SRR1169045,SAMN02419667,Belarus,,unspecified_fluid,2012,Belarus,,2012,excreted bodily substance,Homo sapiens,Mycobacterium tuberculosis XTB13-241,PRJNA229709,BI
SRR1169046,SAMN02419670,Belarus,,unspecified_fluid,2012,Belarus,,2012,excreted bodily substance,Homo sapiens,Mycobacterium tuberculosis XTB13-245,PRJNA229712,BI
SRR1169047,SAMN02584656,,,,2010,,,2010-10-22,missing,Homo sapiens,Mycobacterium tuberculosis MD13744,PRJNA234626,BI
SRR1169048,SAMN02584627,,,,2010,,,2010-12-03,missing,Homo sapiens,Mycobacterium tuberculosis MD17240,PRJNA234589,BI
SRR1169049,SAMN02584592,,,,2010,,,2010-12-16,missing,Homo sapiens,Mycobacterium tuberculosis MD19693,PRJNA234554,BI
SRR1169050,SAMN02419606,Belarus,,unspecified_fluid,2012,Belarus,,2012,excreted bodily substance,Homo sapiens,Mycobacterium tuberculosis XTB13-168,PRJNA229646,BI
SRR1169052,SAMN02584591,,,,2011,,,2011-01-24,missing,Homo sapiens,Mycobacterium tuberculosis MD19964,PRJNA234553,BI
SRR1169053,SAMN02584600,,,,2010,,,2010-12-27,missing,Homo sapiens,Mycobacterium tuberculosis MD20845,PRJNA234562,BI
SRR1169054,SAMN02419605,Belarus,,unspecified_fluid,2012,Belarus,,2012,excreted bodily substance,Homo sapiens,Mycobacterium tuberculosis XTB13-167,PRJNA229645,BI
SRR1169058,SAMN02419622,Belarus,,unspecified_fluid,2011,Belarus,,2011,excreted bodily substance,Homo sapiens,Mycobacterium tuberculosis XTB13-188,PRJNA229662,BI
SRR1169061,SAMN02584677,,,,2010,,,2010-10-27,missing,Homo sapiens,Mycobacterium tuberculosis MD15765,PRJNA234654,BI
SRR1169063,SAMN02419604,Belarus,,unspecified_fluid,2012,Belarus,,2012,excreted bodily substance,Homo sapiens,Mycobacterium tuberculosis XTB13-165,PRJNA229644,BI
SRR1169065,SAMN02419686,Belarus,,unspecified_fluid,2010,Belarus,,2010,excreted bodily substance,Homo sapiens,Mycobacterium tuberculosis XTB13-299,PRJNA229728,BI
SRR1169070,SAMN02419674,Belarus,,unspecified_fluid,2012,Belarus,,2012,excreted bodily substance,Homo sapiens,Mycobacterium tuberculosis XTB13-250,PRJNA229716,BI
SRR1169071,SAMN02584637,,,,2010,,,2010-11-15,missing,Homo sapiens,Mycobacterium tuberculosis MD15766,PRJNA234599,BI
SRR1169072,SAMN02584595,,,,2011,,,2011-01-01,missing,Homo sapiens,Mycobacterium tuberculosis MD17615,PRJNA234557,BI
SRR1169073,SAMN02419614,Belarus,,unspecified_fluid,2012,Belarus,,2012,excreted bodily substance,Homo sapiens,Mycobacterium tuberculosis XTB13-179,PRJNA229654,BI
SRR1169074,SAMN02419631,Belarus,,unspecified_fluid,2012,Belarus,,2012,excreted bodily substance,Homo sapiens,Mycobacterium tuberculosis XTB13-197,PRJNA229671,BI
SRR1169075,SAMN02419657,Belarus,,unspecified_fluid,2012,Belarus,,2012,excreted bodily substance,Homo sapiens,Mycobacterium tuberculosis XTB13-230,PRJNA229699,BI
SRR1169076,SAMN02584671,,,,2010,,,2010-10-21,missing,Homo sapiens,Mycobacterium tuberculosis MD14720,PRJNA234648,BI
SRR1169077,SAMN02584676,,,,2010,,,2010-10-27,missing,Homo sapiens,Mycobacterium tuberculosis MD15758,PRJNA234653,BI
SRR1169078,SAMN02584624,,,,2010,,,2010-11-30,missing,Homo sapiens,Mycobacterium tuberculosis MD17646,PRJNA234586,BI
SRR1169083,SAMN02584640,,,,2010,,,2010-10-19,missing,Homo sapiens,Mycobacterium tuberculosis MD16265,PRJNA234602,BI
SRR1169084,SAMN02584643,,,,2010,,,2010-11-04,missing,Homo sapiens,Mycobacterium tuberculosis MD16571,PRJNA234607,BI
SRR1169086,SAMN02419650,Belarus,,unspecified_fluid,2013,Belarus,,2013,excreted bodily substance,Homo sapiens,Mycobacterium tuberculosis XTB13-218,PRJNA229692,BI
SRR1169087,SAMN02419660,Belarus,,unspecified_fluid,2011,Belarus,,2011,excreted bodily substance,Homo sapiens,Mycobacterium tuberculosis XTB13-233,PRJNA229702,BI
SRR1169088,SAMN02419676,Belarus,,unspecified_fluid,2010,Belarus,,2010,excreted bodily substance,Homo sapiens,Mycobacterium tuberculosis XTB13-252,PRJNA229718,BI
SRR1169090,SAMN02419610,Belarus,,unspecified_fluid,2012,Belarus,,2012,excreted bodily substance,Homo sapiens,Mycobacterium tuberculosis XTB13-175,PRJNA229650,BI
SRR1169091,SAMN02419613,Belarus,,unspecified_fluid,2013,Belarus,,2013,excreted bodily substance,Homo sapiens,Mycobacterium tuberculosis XTB13-178,PRJNA229653,BI
SRR1169094,SAMN02584594,,,,2011,,,2011-01-01,missing,Homo sapiens,Mycobacterium tuberculosis MD17614,PRJNA234556,BI
SRR1169096,SAMN02419668,Belarus,,unspecified_fluid,2013,Belarus,,2013,excreted bodily substance,Homo sapiens,Mycobacterium tuberculosis XTB13-242,PRJNA229710,BI
SRR1169101,SAMN02419615,Belarus,,unspecified_fluid,2012,Belarus,,2012,excreted bodily substance,Homo sapiens,Mycobacterium tuberculosis XTB13-180,PRJNA229655,BI
SRR1169102,SAMN02419637,Belarus,,unspecified_fluid,2013,Belarus,,2013,excreted bodily substance,Homo sapiens,Mycobacterium tuberculosis XTB13-204,PRJNA229678,BI
SRR1169103,SAMN02419645,Belarus,,unspecified_fluid,2012,Belarus,,2012,excreted bodily substance,Homo sapiens,Mycobacterium tuberculosis XTB13-212,PRJNA229687,BI
SRR1169105,SAMN02584626,,,,2010,,,2010-12-03,missing,Homo sapiens,Mycobacterium tuberculosis MD16775,PRJNA234588,BI
SRR1169108,SAMN02419636,Belarus,,unspecified_fluid,2012,Belarus,,2012,excreted bodily substance,Homo sapiens,Mycobacterium tuberculosis XTB13-203,PRJNA229677,BI
SRR1169109,SAMN02419639,Belarus,,unspecified_fluid,2013,Belarus,,2013,excreted bodily substance,Homo sapiens,Mycobacterium tuberculosis XTB13-206,PRJNA229680,BI
SRR1169110,SAMN02584675,,,,2010,,,2010-10-27,missing,Homo sapiens,Mycobacterium tuberculosis MD15584,PRJNA234652,BI
SRR1169111,SAMN02584653,,,,2010,,,2010-11-04,missing,Homo sapiens,Mycobacterium tuberculosis MD16257,PRJNA234622,BI
SRR1169113,SAMN02419641,Belarus,,unspecified_fluid,2012,Belarus,,2012,excreted bodily substance,Homo sapiens,Mycobacterium tuberculosis XTB13-208,PRJNA229682,BI
SRR1169115,SAMN02419665,Belarus,,unspecified_fluid,2011,Belarus,,2011,excreted bodily substance,Homo sapiens,Mycobacterium tuberculosis XTB13-239,PRJNA229707,BI
SRR1169116,SAMN02419616,Belarus,,unspecified_fluid,2012,Belarus,,2012,excreted bodily substance,Homo sapiens,Mycobacterium tuberculosis XTB13-182,PRJNA229656,BI
SRR1169118,SAMN02419609,Belarus,,unspecified_fluid,2012,Belarus,,2012,excreted bodily substance,Homo sapiens,Mycobacterium tuberculosis XTB13-173,PRJNA229649,BI
SRR1169119,SAMN02419611,Belarus,,unspecified_fluid,2013,Belarus,,2013,excreted bodily substance,Homo sapiens,Mycobacterium tuberculosis XTB13-176,PRJNA229651,BI
SRR1169121,SAMN02419662,Belarus,,unspecified_fluid,2012,Belarus,,2012,excreted bodily substance,Homo sapiens,Mycobacterium tuberculosis XTB13-235,PRJNA229704,BI
SRR1169122,SAMN02419669,Belarus,,unspecified_fluid,2011,Belarus,,2011,excreted bodily substance,Homo sapiens,Mycobacterium tuberculosis XTB13-244,PRJNA229711,BI
SRR1169123,SAMN02403614,South Africa,,,,South Africa,,missing,missing,Homo sapiens,Mycobacterium tuberculosis TB_RSA173,PRJNA228168,BI
SRR1169125,SAMN02403592,South Africa,,,,South Africa,,missing,missing,Homo sapiens,Mycobacterium tuberculosis TB_RSA151,PRJNA228146,BI
SRR1169127,SAMN02419618,Belarus,,unspecified_fluid,2012,Belarus,,2012,excreted bodily substance,Homo sapiens,Mycobacterium tuberculosis XTB13-184,PRJNA229658,BI
SRR1169128,SAMN02419655,Belarus,,unspecified_fluid,2012,Belarus,,2012,excreted bodily substance,Homo sapiens,Mycobacterium tuberculosis XTB13-228,PRJNA229697,BI
SRR1169129,SAMN02419629,Belarus,,unspecified_fluid,2012,Belarus,,2012,excreted bodily substance,Homo sapiens,Mycobacterium tuberculosis XTB13-195,PRJNA229669,BI
SRR1169130,SAMN02419663,Belarus,,unspecified_fluid,2012,Belarus,,2012,excreted bodily substance,Homo sapiens,Mycobacterium tuberculosis XTB13-237,PRJNA229705,BI
SRR1169131,SAMN02403605,South Africa,,,,South Africa,,missing,missing,Homo sapiens,Mycobacterium tuberculosis TB_RSA164,PRJNA228159,BI
SRR1169132,SAMN02419675,Belarus,,unspecified_fluid,2011,Belarus,,2011,excreted bodily substance,Homo sapiens,Mycobacterium tuberculosis XTB13-251,PRJNA229717,BI
SRR1169133,SAMN02419680,Belarus,,unspecified_fluid,2009,Belarus,,2009,excreted bodily substance,Homo sapiens,Mycobacterium tuberculosis XTB13-262,PRJNA229722,BI
SRR1169134,SAMN02403571,South Africa,,,,South Africa,,missing,missing,Homo sapiens,Mycobacterium tuberculosis TB_RSA130,PRJNA228125,BI
SRR1169135,SAMN02419651,Belarus,,unspecified_fluid,2012,Belarus,,2012,excreted bodily substance,Homo sapiens,Mycobacterium tuberculosis XTB13-219,PRJNA229693,BI
SRR1169140,SAMN02419679,Belarus,,unspecified_fluid,2009,Belarus,,2009,excreted bodily substance,Homo sapiens,Mycobacterium tuberculosis XTB13-256,PRJNA229721,BI
SRR1169141,SAMN02419647,Belarus,,unspecified_fluid,2012,Belarus,,2012,excreted bodily substance,Homo sapiens,Mycobacterium tuberculosis XTB13-214,PRJNA229689,BI
SRR1169142,SAMN02419649,Belarus,,unspecified_fluid,2012,Belarus,,2012,excreted bodily substance,Homo sapiens,Mycobacterium tuberculosis XTB13-217,PRJNA229691,BI
SRR1169143,SAMN02419658,Belarus,,unspecified_fluid,2012,Belarus,,2012,excreted bodily substance,Homo sapiens,Mycobacterium tuberculosis XTB13-231,PRJNA229700,BI
SRR1169144,SAMN02419659,Belarus,,unspecified_fluid,2012,Belarus,,2012,excreted bodily substance,Homo sapiens,Mycobacterium tuberculosis XTB13-232,PRJNA229701,BI
SRR1169147,SAMN02403567,South Africa,,,,South Africa,,missing,missing,Homo sapiens,Mycobacterium tuberculosis TB_RSA126,PRJNA228121,BI
SRR1169148,SAMN02403580,South Africa,,,,South Africa,,missing,missing,Homo sapiens,Mycobacterium tuberculosis TB_RSA139,PRJNA228134,BI
SRR1169149,SAMN02403599,South Africa,,,,South Africa,,missing,missing,Homo sapiens,Mycobacterium tuberculosis TB_RSA158,PRJNA228153,BI
SRR1169152,SAMN02584647,,,,2010,,,2010-10-29,missing,Homo sapiens,Mycobacterium tuberculosis MD15956,PRJNA234613,BI
SRR1169155,SAMN02403569,South Africa,,,,South Africa,,missing,missing,Homo sapiens,Mycobacterium tuberculosis TB_RSA128,PRJNA228123,BI
SRR1169156,SAMN02403588,South Africa,,,,South Africa,,missing,missing,Homo sapiens,Mycobacterium tuberculosis TB_RSA147,PRJNA228142,BI
SRR1169158,SAMN02584619,,,,2010,,,2010-12-18,missing,Homo sapiens,Mycobacterium tuberculosis MD16732,PRJNA234581,BI
SRR1169160,SAMN02403543,South Africa,,,,South Africa,,missing,missing,Homo sapiens,Mycobacterium tuberculosis TB_RSA102,PRJNA228096,BI
SRR1169162,SAMN02403564,South Africa,,,,South Africa,,missing,missing,Homo sapiens,Mycobacterium tuberculosis TB_RSA123,PRJNA228118,BI
SRR1169163,SAMN02403595,South Africa,,,,South Africa,,missing,missing,Homo sapiens,Mycobacterium tuberculosis TB_RSA154,PRJNA228149,BI
SRR1169164,SAMN02584625,,,,2010,,,2010-11-30,missing,Homo sapiens,Mycobacterium tuberculosis MD17613,PRJNA234587,BI
SRR1169165,SAMN02584611,,,,2010,,,2010-12-06,missing,Homo sapiens,Mycobacterium tuberculosis MD17903,PRJNA234573,BI
SRR1169168,SAMN02403587,South Africa,,,,South Africa,,missing,missing,Homo sapiens,Mycobacterium tuberculosis TB_RSA146,PRJNA228141,BI
SRR1169169,SAMN02403597,South Africa,,,,South Africa,,missing,missing,Homo sapiens,Mycobacterium tuberculosis TB_RSA156,PRJNA228151,BI
SRR1169170,SAMN02403603,South Africa,,,,South Africa,,missing,missing,Homo sapiens,Mycobacterium tuberculosis TB_RSA162,PRJNA228157,BI
SRR1169171,SAMN02584658,,,,2010,,,2010-10-07,missing,Homo sapiens,Mycobacterium tuberculosis MD14844,PRJNA234629,BI
SRR1169172,SAMN02584623,,,,2011,,,2011-01-02,missing,Homo sapiens,Mycobacterium tuberculosis MD17647,PRJNA234585,BI
SRR1169173,SAMN02584604,,,,2010,,,2010-12-27,missing,Homo sapiens,Mycobacterium tuberculosis MD18472,PRJNA234566,BI
SRR1169175,SAMN02403550,South Africa,,,,South Africa,,missing,missing,Homo sapiens,Mycobacterium tuberculosis TB_RSA109,PRJNA228103,BI
SRR1169176,SAMN02403555,South Africa,,,,South Africa,,missing,missing,Homo sapiens,Mycobacterium tuberculosis TB_RSA114,PRJNA228108,BI
SRR1169177,SAMN02403559,South Africa,,,,South Africa,,missing,missing,Homo sapiens,Mycobacterium tuberculosis TB_RSA118,PRJNA228112,BI
SRR1169178,SAMN02403562,South Africa,,,,South Africa,,missing,missing,Homo sapiens,Mycobacterium tuberculosis TB_RSA121,PRJNA228115,BI
SRR1169179,SAMN02584657,,,,2010,,,2010-10-07,missing,Homo sapiens,Mycobacterium tuberculosis MD14839,PRJNA234628,BI
SRR1169181,SAMN02584612,,,,2010,,,2010-10-22,missing,Homo sapiens,Mycobacterium tuberculosis MD15594,PRJNA234574,BI
SRR1169182,SAMN02584646,,,,2010,,,2010-11-03,missing,Homo sapiens,Mycobacterium tuberculosis MD17232,PRJNA234611,BI
SRR1169186,SAMN02403590,South Africa,,,,South Africa,,missing,missing,Homo sapiens,Mycobacterium tuberculosis TB_RSA149,PRJNA228144,BI
SRR1169187,SAMN02403600,South Africa,,,,South Africa,,missing,missing,Homo sapiens,Mycobacterium tuberculosis TB_RSA159,PRJNA228154,BI
SRR1169188,SAMN02584639,,,,2010,,,2010-11-13,missing,Homo sapiens,Mycobacterium tuberculosis MD15958,PRJNA234601,BI
SRR1169189,SAMN02403541,South Africa,,,,South Africa,,missing,missing,Homo sapiens,Mycobacterium tuberculosis TB_RSA100,PRJNA228094,BI
SRR1169190,SAMN02403542,South Africa,,,,South Africa,,missing,missing,Homo sapiens,Mycobacterium tuberculosis TB_RSA101,PRJNA228095,BI
SRR1169191,SAMN02403620,South Africa,,,,South Africa,,missing,missing,Homo sapiens,Mycobacterium tuberculosis TB_RSA179,PRJNA228174,BI
SRR1169192,SAMN02403538,South Africa,,,,South Africa,,missing,missing,Homo sapiens,Mycobacterium tuberculosis TB_RSA97,PRJNA228091,BI
