isolate_id,sample_accession,country_name,region,specimen_category,collection_year,country_raw,collection_site,collection_date,isolation_source,host,scientific_name,study_accession,center_name
ERR038266,SAMEA961575,United Kingdom,Midlands,,2007,United Kingdom,,2007,not known,Homo sapiens,Mycobacterium tuberculosis,PRJEB2221,Wellcome Sanger Institute;SC
ERR038736,SAMEA787739,Uganda,Kampala,respiratory,2004,Uganda,,2004-11-01,sputum,Homo sapiens,Mycobacterium tuberculosis,PRJEB2424,Wellcome Sanger Institute;SC
ERR038737,SAMEA787740,Uganda,Kampala,respiratory,2004,Uganda,,2004-12-01,sputum,Homo sapiens,Mycobacterium tuberculosis,PRJEB2424,Wellcome Sanger Institute;SC
ERR038738,SAMEA787741,Uganda,Kampala,respiratory,2004,Uganda,,2004-12-01,sputum,Homo sapiens,Mycobacterium tuberculosis,PRJEB2424,Wellcome Sanger Institute;SC
ERR038739,SAMEA787754,Uganda,Kampala,respiratory,2004,Uganda,,2004-12-01,sputum,Homo sapiens,Mycobacterium tuberculosis,PRJEB2424,Wellcome Sanger Institute;SC
ERR038740,SAMEA787708,Uganda,Kampala,respiratory,2004,Uganda,,2004-07-01,sputum,Homo sapiens,Mycobacterium tuberculosis,PRJEB2424,Wellcome Sanger Institute;SC
ERR038741,SAMEA787707,Uganda,Kampala,respiratory,2005,Uganda,,2005-05-01,sputum,Homo sapiens,Mycobacterium tuberculosis,PRJEB2424,Wellcome Sanger Institute;SC
ERR038742,SAMEA787704,Uganda,Kampala,respiratory,2005,Uganda,,2005-01-01,sputum,Homo sapiens,Mycobacterium tuberculosis,PRJEB2424,Wellcome Sanger Institute;SC
ERR038743,SAMEA787703,Uganda,Kampala,respiratory,2005,Uganda,,2005-02-01,sputum,Homo sapiens,Mycobacterium tuberculosis,PRJEB2424,Wellcome Sanger Institute;SC
ERR038744,SAMEA787702,Uganda,Kampala,respiratory,2004,Uganda,,2004-11-01,sputum,Homo sapiens,Mycobacterium tuberculosis,PRJEB2424,Wellcome Sanger Institute;SC
ERR038745,SAMEA787756,Uganda,Kampala,respiratory,2005,Uganda,,2005-04-01,sputum,Homo sapiens,Mycobacterium tuberculosis,PRJEB2424,Wellcome Sanger Institute;SC
ERR038746,SAMEA787752,Uganda,Kampala,respiratory,2005,Uganda,,2005-03-01,sputum,Homo sapiens,Mycobacterium tuberculosis,PRJEB2424,Wellcome Sanger Institute;SC
ERR038747,SAMEA787724,Uganda,Kampala,respiratory,2006,Uganda,,2006-02-01,sputum,Homo sapiens,Mycobacterium tuberculosis,PRJEB2424,Wellcome Sanger Institute;SC
ERR038748,SAMEA787715,Uganda,Kampala,respiratory,2005,Uganda,,2005-07-01,sputum,Homo sapiens,Mycobacterium tuberculosis,PRJEB2424,Wellcome Sanger Institute;SC
ERR038749,SAMEA787714,Uganda,Kampala,respiratory,2005,Uganda,,2005-08-01,sputum,Homo sapiens,Mycobacterium tuberculosis,PRJEB2424,Wellcome Sanger Institute;SC
ERR038750,SAMEA787729,Uganda,Kampala,respiratory,2005,Uganda,,2005-09-01,sputum,Homo sapiens,Mycobacterium tuberculosis,PRJEB2424,Wellcome Sanger Institute;SC
ERR038751,SAMEA787730,Uganda,Kampala,respiratory,2005,Uganda,,2005-11-01,sputum,Homo sapiens,Mycobacterium tuberculosis,PRJEB2424,Wellcome Sanger Institute;SC
ERR038752,SAMEA787727,Uganda,Kampala,respiratory,2006,Uganda,,2006-01-01,sputum,Homo sapiens,Mycobacterium tuberculosis,PRJEB2424,Wellcome Sanger Institute;SC
ERR038753,SAMEA787728,Uganda,Kampala,respiratory,2006,Uganda,,2006-01-01,sputum,Homo sapiens,Mycobacterium tuberculosis,PRJEB2424,Wellcome Sanger Institute;SC
ERR038754,SAMEA787725,Uganda,Kampala,respiratory,2006,Uganda,,2006-11-01,sputum,Homo sapiens,Mycobacterium tuberculosis,PRJEB2424,Wellcome Sanger Institute;SC
ERR038755,SAMEA787726,Uganda,Kampala,respiratory,2006,Uganda,,2006-04-01,sputum,Homo sapiens,Mycobacterium tuberculosis,PRJEB2424,Wellcome Sanger Institute;SC
ERR040101,SAMEA961599,United Kingdom,Midlands,,2007,United Kingdom,,2007,not known,Homo sapiens,Mycobacterium tuberculosis,PRJEB2221,Wellcome Sanger Institute;SC
ERR040105,SAMEA961603,United Kingdom,Midlands,,2003,United Kingdom,,2003,not known,Homo sapiens,Mycobacterium tuberculosis,PRJEB2221,Wellcome Sanger Institute;SC
ERR040112,SAMEA787711,Uganda,Kampala,respiratory,2003,Uganda,,2003-07-01,sputum,Homo sapiens,Mycobacterium tuberculosis,PRJEB2424,Wellcome Sanger Institute;SC
ERR040115,SAMEA787706,Uganda,Kampala,respiratory,2003,Uganda,,2003-10-01,sputum,Homo sapiens,Mycobacterium tuberculosis,PRJEB2424,Wellcome Sanger Institute;SC
ERR040118,SAMEA787744,Uganda,Kampala,respiratory,2003,Uganda,,2003-11-01,sputum,Homo sapiens,Mycobacterium tuberculosis,PRJEB2424,Wellcome Sanger Institute;SC
ERR040119,SAMEA787750,Uganda,Kampala,respiratory,2003,Uganda,,2003-11-01,sputum,Homo sapiens,Mycobacterium tuberculosis,PRJEB2424,Wellcome Sanger Institute;SC
ERR040120,SAMEA787742,Uganda,Kampala,respiratory,2003,Uganda,,2003-09-01,sputum,Homo sapiens,Mycobacterium tuberculosis,PRJEB2424,Wellcome Sanger Institute;SC
ERR040121,SAMEA787747,Uganda,Kampala,respiratory,2004,Uganda,,2004-04-01,sputum,Homo sapiens,Mycobacterium tuberculosis,PRJEB2424,Wellcome Sanger Institute;SC
ERR040122,SAMEA787748,Uganda,Kampala,respiratory,2003,Uganda,,2003-10-01,sputum,Homo sapiens,Mycobacterium tuberculosis,PRJEB2424,Wellcome Sanger Institute;SC
ERR040123,SAMEA787745,Uganda,Kampala,respiratory,2004,Uganda,,2004-04-01,sputum,Homo sapiens,Mycobacterium tuberculosis,PRJEB2424,Wellcome Sanger Institute;SC
ERR040124,SAMEA787746,Uganda,Kampala,respiratory,2005,Uganda,,2005-10-01,sputum,Homo sapiens,Mycobacterium tuberculosis,PRJEB2424,Wellcome Sanger Institute;SC
ERR040125,SAMEA787735,Uganda,Kampala,respiratory,2004,Uganda,,2004-04-01,sputum,Homo sapiens,Mycobacterium tuberculosis,PRJEB2424,Wellcome Sanger Institute;SC
ERR040126,SAMEA787736,Uganda,Kampala,respiratory,2003,Uganda,,2003-11-01,sputum,Homo sapiens,Mycobacterium tuberculosis,PRJEB2424,Wellcome Sanger Institute;SC
ERR040127,SAMEA787717,Uganda,Kampala,respiratory,2004,Uganda,,2004-08-01,sputum,Homo sapiens,Mycobacterium tuberculosis,PRJEB2424,Wellcome Sanger Institute;SC
ERR040128,SAMEA787716,Uganda,Kampala,respiratory,2004,Uganda,,2004-07-01,sputum,Homo sapiens,Mycobacterium tuberculosis,PRJEB2424,Wellcome Sanger Institute;SC
ERR040129,SAMEA787719,Uganda,Kampala,respiratory,2004,Uganda,,2004-08-01,sputum,Homo sapiens,Mycobacterium tuberculosis,PRJEB2424,Wellcome Sanger Institute;SC
ERR040130,SAMEA787718,Uganda,Kampala,respiratory,2004,Uganda,,2004-08-01,sputum,Homo sapiens,Mycobacterium tuberculosis,PRJEB2424,Wellcome Sanger Institute;SC
ERR040131,SAMEA787721,Uganda,Kampala,respiratory,2003,Uganda,,2003-11-01,sputum,Homo sapiens,Mycobacterium tuberculosis,PRJEB2424,Wellcome Sanger Institute;SC
ERR040132,SAMEA787720,Uganda,Kampala,respiratory,2004,Uganda,,2004-04-01,sputum,Homo sapiens,Mycobacterium tuberculosis,PRJEB2424,Wellcome Sanger Institute;SC
ERR040133,SAMEA787723,Uganda,Kampala,respiratory,2004,Uganda,,2004-01-01,sputum,Homo sapiens,Mycobacterium tuberculosis,PRJEB2424,Wellcome Sanger Institute;SC
ERR040134,SAMEA787722,Uganda,Kampala,respiratory,2004,Uganda,,2004-02-01,sputum,Homo sapiens,Mycobacterium tuberculosis,PRJEB2424,Wellcome Sanger Institute;SC
ERR040135,SAMEA787713,Uganda,Kampala,respiratory,2004,Uganda,,2004-04-01,sputum,Homo sapiens,Mycobacterium tuberculosis,PRJEB2424,Wellcome Sanger Institute;SC
ERR040136,SAMEA787712,Uganda,Kampala,respiratory,2004,Uganda,,2004-12-01,sputum,Homo sapiens,Mycobacterium tuberculosis,PRJEB2424,Wellcome Sanger Institute;SC
ERR040137,SAMEA787733,Uganda,Kampala,respiratory,2004,Uganda,,2004-05-01,sputum,Homo sapiens,Mycobacterium tuberculosis,PRJEB2424,Wellcome Sanger Institute;SC
ERR040138,SAMEA787734,Uganda,Kampala,respiratory,2004,Uganda,,2004-07-01,sputum,Homo sapiens,Mycobacterium tuberculosis,PRJEB2424,Wellcome Sanger Institute;SC
ERR040139,SAMEA787732,Uganda,Kampala,respiratory,2005,Uganda,,2005-10-01,sputum,Homo sapiens,Mycobacterium tuberculosis,PRJEB2424,Wellcome Sanger Institute;SC
ERR040140,SAMEA787731,Uganda,Kampala,respiratory,2004,Uganda,,2004-09-01,sputum,Homo sapiens,Mycobacterium tuberculosis,PRJEB2424,Wellcome Sanger Institute;SC
ERR040141,SAMEA787737,Uganda,Kampala,respiratory,2004,Uganda,,2004-04-01,sputum,Homo sapiens,Mycobacterium tuberculosis,PRJEB2424,Wellcome Sanger Institute;SC
ERR040142,SAMEA787738,Uganda,Kampala,respiratory,2003,Uganda,,2003-07-01,sputum,Homo sapiens,Mycobacterium tuberculosis,PRJEB2424,Wellcome Sanger Institute;SC
ERR046730,SAMEA1019222,United Kingdom,Midlands,,2006,United Kingdom,,2006,not known,Homo sapiens,Mycobacterium tuberculosis,PRJEB2221,Wellcome Sanger Institute;SC
ERR046732,SAMEA1019233,United Kingdom,Midlands,,2008,United Kingdom,,2008,not known,Homo sapiens,Mycobacterium tuberculosis,PRJEB2221,Wellcome Sanger Institute;SC
ERR046747,SAMEA1019118,United Kingdom,Midlands,,2006,United Kingdom,,2006,not known,Homo sapiens,Mycobacterium tuberculosis,PRJEB2221,Wellcome Sanger Institute;SC
ERR046748,SAMEA1019136,United Kingdom,Midlands,,2005,United Kingdom,,2005,not known,Homo sapiens,Mycobacterium tuberculosis,PRJEB2221,Wellcome Sanger Institute;SC
ERR046749,SAMEA1019094,United Kingdom,Midlands,,2008,United Kingdom,,2008,not known,Homo sapiens,Mycobacterium tuberculosis,PRJEB2221,Wellcome Sanger Institute;SC
ERR046778,SAMEA1018983,United Kingdom,Midlands,,2009,United Kingdom,,2009,not known,Homo sapiens,Mycobacterium tuberculosis,PRJEB2221,Wellcome Sanger Institute;SC
ERR046780,SAMEA1019065,United Kingdom,Midlands,,2004,United Kingdom,,2004,not known,Homo sapiens,Mycobacterium tuberculosis,PRJEB2221,Wellcome Sanger Institute;SC
ERR046784,SAMEA1019171,United Kingdom,Midlands,,2008,United Kingdom,,2008,not known,Homo sapiens,Mycobacterium tuberculosis,PRJEB2221,Wellcome Sanger Institute;SC
ERR046785,SAMEA1019163,United Kingdom,Midlands,,2009,United Kingdom,,2009,not known,Homo sapiens,Mycobacterium tuberculosis,PRJEB2221,Wellcome Sanger Institute;SC
ERR046786,SAMEA1019095,United Kingdom,Midlands,,2009,United Kingdom,,2009,not known,Homo sapiens,Mycobacterium tuberculosis,PRJEB2221,Wellcome Sanger Institute;SC
ERR046788,SAMEA1019088,United Kingdom,Midlands,,2009,United Kingdom,,2009,not known,Homo sapiens,Mycobacterium tuberculosis,PRJEB2221,Wellcome Sanger Institute;SC
ERR046789,SAMEA1019134,United Kingdom,Midlands,,2009,United Kingdom,,2009,not known,Homo sapiens,Mycobacterium tuberculosis,PRJEB2221,Wellcome Sanger Institute;SC
ERR046792,SAMEA1019041,United Kingdom,Midlands,,2005,United Kingdom,,2005,not known,Homo sapiens,Mycobacterium tuberculosis,PRJEB2221,Wellcome Sanger Institute;SC
ERR046796,SAMEA1019217,United Kingdom,Midlands,,2005,United Kingdom,,2005,not known,Homo sapiens,Mycobacterium tuberculosis,PRJEB2221,Wellcome Sanger Institute;SC
ERR046821,SAMEA1019099,United Kingdom,Midlands,,2001,United Kingdom,,2001,not known,Homo sapiens,Mycobacterium tuberculosis,PRJEB2221,Wellcome Sanger Institute;SC
ERR046825,SAMEA1019192,United Kingdom,Midlands,,2007,United Kingdom,,2007,not known,Homo sapiens,Mycobacterium tuberculosis,PRJEB2221,Wellcome Sanger Institute;SC
ERR046834,SAMEA1018838,United Kingdom,Midlands,,2007,United Kingdom,,2007,not known,Homo sapiens,Mycobacterium tuberculosis,PRJEB2221,Wellcome Sanger Institute;SC
ERR046855,SAMEA1018864,United Kingdom,Midlands,,2007,United Kingdom,,2007,not known,Homo sapiens,Mycobacterium tuberculosis,PRJEB2221,Wellcome Sanger Institute;SC
ERR046903,SAMEA1019184,United Kingdom,Midlands,,2004,United Kingdom,,2004,not known,Homo sapiens,Mycobacterium tuberculosis,PRJEB2221,Wellcome Sanger Institute;SC
ERR046911,SAMEA1018884,United Kingdom,Midlands,,2005,United Kingdom,,2005,not known,Homo sapiens,Mycobacterium tuberculosis,PRJEB2221,Wellcome Sanger Institute;SC
ERR046913,SAMEA1018859,United Kingdom,Midlands,,2005,United Kingdom,,2005,not known,Homo sapiens,Mycobacterium tuberculosis,PRJEB2221,Wellcome Sanger Institute;SC
ERR046917,SAMEA1019293,United Kingdom,Midlands,,2003,United Kingdom,,2003,not known,Homo sapiens,Mycobacterium tuberculosis,PRJEB2221,Wellcome Sanger Institute;SC
ERR046920,SAMEA1019229,United Kingdom,Midlands,,2009,United Kingdom,,2009,not known,Homo sapiens,Mycobacterium tuberculosis,PRJEB2221,Wellcome Sanger Institute;SC
ERR046933,SAMEA1019128,United Kingdom,Midlands,,2007,United Kingdom,,2007,not known,Homo sapiens,Mycobacterium tuberculosis,PRJEB2221,Wellcome Sanger Institute;SC
ERR046936,SAMEA1018943,United Kingdom,Midlands,,2007,United Kingdom,,2007,not known,Homo sapiens,Mycobacterium tuberculosis,PRJEB2221,Wellcome Sanger Institute;SC
ERR046943,SAMEA1019024,United Kingdom,Midlands,,2006,United Kingdom,,2006,not known,Homo sapiens,Mycobacterium tuberculosis,PRJEB2221,Wellcome Sanger Institute;SC
ERR046954,SAMEA1018862,United Kingdom,Midlands,,2005,United Kingdom,,2005,not known,Homo sapiens,Mycobacterium tuberculosis,PRJEB2221,Wellcome Sanger Institute;SC
ERR046961,SAMEA1019270,United Kingdom,Midlands,,2010,United Kingdom,,2010,not known,Homo sapiens,Mycobacterium tuberculosis,PRJEB2221,Wellcome Sanger Institute;SC
ERR046965,SAMEA1019219,United Kingdom,Midlands,,2011,United Kingdom,,2011,not known,Homo sapiens,Mycobacterium tuberculosis,PRJEB2221,Wellcome Sanger Institute;SC
ERR046966,SAMEA1019308,United Kingdom,Midlands,,2010,United Kingdom,,2010,not known,Homo sapiens,Mycobacterium tuberculosis,PRJEB2221,Wellcome Sanger Institute;SC
ERR046981,SAMEA1019257,United Kingdom,Midlands,,2007,United Kingdom,,2007,not known,Homo sapiens,Mycobacterium tuberculosis,PRJEB2221,Wellcome Sanger Institute;SC
ERR046986,SAMEA1018848,United Kingdom,Midlands,,2004,United Kingdom,,2004,not known,Homo sapiens,Mycobacterium tuberculosis,PRJEB2221,Wellcome Sanger Institute;SC
ERR046989,SAMEA1018867,United Kingdom,Midlands,,2005,United Kingdom,,2005,not known,Homo sapiens,Mycobacterium tuberculosis,PRJEB2221,Wellcome Sanger Institute;SC
ERR047002,SAMEA1018958,United Kingdom,Midlands,,2009,United Kingdom,,2009,not known,Homo sapiens,Mycobacterium tuberculosis,PRJEB2221,Wellcome Sanger Institute;SC
ERR047009,SAMEA1018975,United Kingdom,Midlands,,2008,United Kingdom,,2008,not known,Homo sapiens,Mycobacterium tuberculosis,PRJEB2221,Wellcome Sanger Institute;SC
ERR067577,SAMEA1015931,Russia,,,2008,Russia,,2008,not known,Homo sapiens,Mycobacterium tuberculosis,PRJEB2138,Wellcome Sanger Institute;SC
ERR067578,SAMEA1015951,Russia,,,2008,Russia,,2008,not known,Homo sapiens,Mycobacterium tuberculosis,PRJEB2138,Wellcome Sanger Institute;SC
ERR067579,SAMEA1015958,Russia,,,2008,Russia,,2008,not known,Homo sapiens,Mycobacterium tuberculosis,PRJEB2138,Wellcome Sanger Institute;SC
ERR067580,SAMEA1015969,Russia,,,2008,Russia,,2008,not known,Homo sapiens,Mycobacterium tuberculosis,PRJEB2138,Wellcome Sanger Institute;SC
ERR067581,SAMEA1015985,Russia,,,2008,Russia,,2008,not known,Homo sapiens,Mycobacterium tuberculosis,PRJEB2138,Wellcome Sanger Institute;SC
ERR067582,SAMEA1016011,Russia,,,2008,Russia,,2008,not known,Homo sapiens,Mycobacterium tuberculosis,PRJEB2138,Wellcome Sanger Institute;SC
ERR067584,SAMEA1016098,Russia,,,2008,Russia,,2008,not known,Homo sapiens,Mycobacterium tuberculosis,PRJEB2138,Wellcome Sanger Institute;SC
ERR067586,SAMEA1016074,Russia,,,2008,Russia,,2008,not known,Homo sapiens,Mycobacterium tuberculosis,PRJEB2138,Wellcome Sanger Institute;SC
ERR067587,SAMEA1016086,Russia,,,2008,Russia,,2008,not known,Homo sapiens,Mycobacterium tuberculosis,PRJEB2138,Wellcome Sanger Institute;SC
ERR067588,SAMEA1016078,Russia,,,2008,Russia,,2008,not known,Homo sapiens,Mycobacterium tuberculosis,PRJEB2138,Wellcome Sanger Institute;SC
ERR067589,SAMEA1016176,Russia,,,2008,Russia,,2008,not known,Homo sapiens,Mycobacterium tuberculosis,PRJEB2138,Wellcome Sanger Institute;SC
ERR067591,SAMEA1016148,Russia,,,2008,Russia,,2008,not known,Homo sapiens,Mycobacterium tuberculosis,PRJEB2138,Wellcome Sanger Institute;SC
ERR067592,SAMEA1016166,Russia,,,2008,Russia,,2008,not known,Homo sapiens,Mycobacterium tuberculosis,PRJEB2138,Wellcome Sanger Institute;SC
ERR067593,SAMEA1015960,Russia,,,2008,Russia,,2008,not known,Homo sapiens,Mycobacterium tuberculosis,PRJEB2138,Wellcome Sanger Institute;SC
ERR067594,SAMEA1015949,Russia,,,2008,Russia,,2008,not known,Homo sapiens,Mycobacterium tuberculosis,PRJEB2138,Wellcome Sanger Institute;SC
ERR067595,SAMEA1015933,Russia,,,2009,Russia,,2009,not known,Homo sapiens,Mycobacterium tuberculosis,PRJEB2138,Wellcome Sanger Institute;SC
ERR067596,SAMEA1016051,Russia,,,2009,Russia,,2009,not known,Homo sapiens,Mycobacterium tuberculosis,PRJEB2138,Wellcome Sanger Institute;SC
ERR067597,SAMEA1016029,Russia,,,2009,Russia,,2009,not known,Homo sapiens,Mycobacterium tuberculosis,PRJEB2138,Wellcome Sanger Institute;SC
ERR067598,SAMEA1016007,Russia,,,2009,Russia,,2009,not known,Homo sapiens,Mycobacterium tuberculosis,PRJEB2138,Wellcome Sanger Institute;SC
ERR067599,SAMEA1016021,Russia,,,2009,Russia,,2009,not known,Homo sapiens,Mycobacterium tuberculosis,PRJEB2138,Wellcome Sanger Institute;SC
ERR067600,SAMEA1016004,Russia,,,2008,Russia,,2008,not known,Homo sapiens,Mycobacterium tuberculosis,PRJEB2138,Wellcome Sanger Institute;SC
ERR067602,SAMEA1016158,Russia,,,2008,Russia,,2008,not known,Homo sapiens,Mycobacterium tuberculosis,PRJEB2138,Wellcome Sanger Institute;SC
ERR067603,SAMEA1016080,Russia,,,2008,Russia,,2008,not known,Homo sapiens,Mycobacterium tuberculosis,PRJEB2138,Wellcome Sanger Institute;SC
ERR067605,SAMEA1016073,Russia,,,2008,Russia,,2008,not known,Homo sapiens,Mycobacterium tuberculosis,PRJEB2138,Wellcome Sanger Institute;SC
ERR067606,SAMEA1016130,Russia,,,2008,Russia,,2008,not known,Homo sapiens,Mycobacterium tuberculosis,PRJEB2138,Wellcome Sanger Institute;SC
ERR067607,SAMEA1016091,Russia,,,2008,Russia,,2008,not known,Homo sapiens,Mycobacterium tuberculosis,PRJEB2138,Wellcome Sanger Institute;SC
ERR067608,SAMEA1016018,Russia,,,2008,Russia,,2008,not known,Homo sapiens,Mycobacterium tuberculosis,PRJEB2138,Wellcome Sanger Institute;SC
ERR067609,SAMEA1015997,Russia,,,2008,Russia,,2008,not known,Homo sapiens,Mycobacterium tuberculosis,PRJEB2138,Wellcome Sanger Institute;SC
ERR067610,SAMEA1015991,Russia,,,2008,Russia,,2008,not known,Homo sapiens,Mycobacterium tuberculosis,PRJEB2138,Wellcome Sanger Institute;SC
ERR067611,SAMEA1016052,Russia,,,2008,Russia,,2008,not known,Homo sapiens,Mycobacterium tuberculosis,PRJEB2138,Wellcome Sanger Institute;SC
ERR067612,SAMEA1016030,Russia,,,2008,Russia,,2008,not known,Homo sapiens,Mycobacterium tuberculosis,PRJEB2138,Wellcome Sanger Institute;SC
ERR067613,SAMEA1015929,Russia,,,2008,Russia,,2008,not known,Homo sapiens,Mycobacterium tuberculosis,PRJEB2138,Wellcome Sanger Institute;SC
ERR067614,SAMEA1015944,Russia,,,2008,Russia,,2008,not known,Homo sapiens,Mycobacterium tuberculosis,PRJEB2138,Wellcome Sanger Institute;SC
ERR067615,SAMEA1015940,Russia,,,2008,Russia,,2008,not known,Homo sapiens,Mycobacterium tuberculosis,PRJEB2138,Wellcome Sanger Institute;SC
ERR067616,SAMEA1016201,Russia,,,2008,Russia,,2008,not known,Homo sapiens,Mycobacterium tuberculosis,PRJEB2138,Wellcome Sanger Institute;SC
ERR067617,SAMEA1016186,Russia,,,2008,Russia,,2008,not known,Homo sapiens,Mycobacterium tuberculosis,PRJEB2138,Wellcome Sanger Institute;SC
ERR067618,SAMEA1016152,Russia,,,2008,Russia,,2008,not known,Homo sapiens,Mycobacterium tuberculosis,PRJEB2138,Wellcome Sanger Institute;SC
ERR067621,SAMEA1016129,Russia,,,2008,Russia,,2008,not known,Homo sapiens,Mycobacterium tuberculosis,PRJEB2138,Wellcome Sanger Institute;SC
ERR067622,SAMEA1016109,Russia,,,2008,Russia,,2008,not known,Homo sapiens,Mycobacterium tuberculosis,PRJEB2138,Wellcome Sanger Institute;SC
ERR067623,SAMEA1016082,Russia,,,2008,Russia,,2008,not known,Homo sapiens,Mycobacterium tuberculosis,PRJEB2138,Wellcome Sanger Institute;SC
ERR067624,SAMEA1016063,Russia,,,2008,Russia,,2008,not known,Homo sapiens,Mycobacterium tuberculosis,PRJEB2138,Wellcome Sanger Institute;SC
ERR067625,SAMEA1016111,Russia,,,2008,Russia,,2008,not known,Homo sapiens,Mycobacterium tuberculosis,PRJEB2138,Wellcome Sanger Institute;SC
ERR067629,SAMEA1016134,Russia,,,2008,Russia,,2008,not known,Homo sapiens,Mycobacterium tuberculosis,PRJEB2138,Wellcome Sanger Institute;SC
ERR067630,SAMEA1016194,Russia,,,2008,Russia,,2008,not known,Homo sapiens,Mycobacterium tuberculosis,PRJEB2138,Wellcome Sanger Institute;SC
ERR067632,SAMEA1016181,Russia,,,2009,Russia,,2009,not known,Homo sapiens,Mycobacterium tuberculosis,PRJEB2138,Wellcome Sanger Institute;SC
ERR067636,SAMEA1016038,Russia,,,2009,Russia,,2009,not known,Homo sapiens,Mycobacterium tuberculosis,PRJEB2138,Wellcome Sanger Institute;SC
ERR067637,SAMEA1016033,Russia,,,2009,Russia,,2009,not known,Homo sapiens,Mycobacterium tuberculosis,PRJEB2138,Wellcome Sanger Institute;SC
ERR067638,SAMEA1016010,Russia,,,2009,Russia,,2009,not known,Homo sapiens,Mycobacterium tuberculosis,PRJEB2138,Wellcome Sanger Institute;SC
ERR067639,SAMEA1015982,Russia,,,2009,Russia,,2009,not known,Homo sapiens,Mycobacterium tuberculosis,PRJEB2138,Wellcome Sanger Institute;SC
ERR067640,SAMEA1016114,Russia,,,2009,Russia,,2009,not known,Homo sapiens,Mycobacterium tuberculosis,PRJEB2138,Wellcome Sanger Institute;SC
ERR067644,SAMEA1016196,Russia,,,2009,Russia,,2009,not known,Homo sapiens,Mycobacterium tuberculosis,PRJEB2138,Wellcome Sanger Institute;SC
ERR067647,SAMEA1016008,Russia,,,2009,Russia,,2009,not known,Homo sapiens,Mycobacterium tuberculosis,PRJEB2138,Wellcome Sanger Institute;SC
ERR067648,SAMEA1016023,Russia,,,2009,Russia,,2009,not known,Homo sapiens,Mycobacterium tuberculosis,PRJEB2138,Wellcome Sanger Institute;SC
ERR067650,SAMEA1016053,Russia,,,2009,Russia,,2009,not known,Homo sapiens,Mycobacterium tuberculosis,PRJEB2138,Wellcome Sanger Institute;SC
ERR067651,SAMEA1016034,Russia,,,2009,Russia,,2009,not known,Homo sapiens,Mycobacterium tuberculosis,PRJEB2138,Wellcome Sanger Institute;SC
ERR067652,SAMEA1015941,Russia,,,2009,Russia,,2009,not known,Homo sapiens,Mycobacterium tuberculosis,PRJEB2138,Wellcome Sanger Institute;SC
ERR067653,SAMEA1015962,Russia,,,2009,Russia,,2009,not known,Homo sapiens,Mycobacterium tuberculosis,PRJEB2138,Wellcome Sanger Institute;SC
ERR067654,SAMEA1015978,Russia,,,2009,Russia,,2009,not known,Homo sapiens,Mycobacterium tuberculosis,PRJEB2138,Wellcome Sanger Institute;SC
ERR067655,SAMEA1016147,Russia,,,2009,Russia,,2009,not known,Homo sapiens,Mycobacterium tuberculosis,PRJEB2138,Wellcome Sanger Institute;SC
ERR067656,SAMEA1016165,Russia,,,2009,Russia,,2009,not known,Homo sapiens,Mycobacterium tuberculosis,PRJEB2138,Wellcome Sanger Institute;SC
ERR067659,SAMEA1016197,Russia,,,2009,Russia,,2009,not known,Homo sapiens,Mycobacterium tuberculosis,PRJEB2138,Wellcome Sanger Institute;SC
ERR067661,SAMEA1016081,Russia,,,2009,Russia,,2009,not known,Homo sapiens,Mycobacterium tuberculosis,PRJEB2138,Wellcome Sanger Institute;SC
ERR067662,SAMEA1016100,Russia,,,2009,Russia,,2009,not known,Homo sapiens,Mycobacterium tuberculosis,PRJEB2138,Wellcome Sanger Institute;SC
ERR067665,SAMEA1016002,Russia,,,2009,Russia,,2009,not known,Homo sapiens,Mycobacterium tuberculosis,PRJEB2138,Wellcome Sanger Institute;SC
ERR067666,SAMEA1016005,Russia,,,2009,Russia,,2009,not known,Homo sapiens,Mycobacterium tuberculosis,PRJEB2138,Wellcome Sanger Institute;SC
ERR067667,SAMEA1015957,Russia,,,2009,Russia,,2009,not known,Homo sapiens,Mycobacterium tuberculosis,PRJEB2138,Wellcome Sanger Institute;SC
ERR067668,SAMEA1015968,Russia,,,2009,Russia,,2009,not known,Homo sapiens,Mycobacterium tuberculosis,PRJEB2138,Wellcome Sanger Institute;SC
ERR067670,SAMEA1015935,Russia,,,2009,Russia,,2009,not known,Homo sapiens,Mycobacterium tuberculosis,PRJEB2138,Wellcome Sanger Institute;SC
ERR067671,SAMEA1015943,Russia,,,2009,Russia,,2009,not known,Homo sapiens,Mycobacterium tuberculosis,PRJEB2138,Wellcome Sanger Institute;SC
ERR067672,SAMEA1016174,Russia,,,2009,Russia,,2009,not known,Homo sapiens,Mycobacterium tuberculosis,PRJEB2138,Wellcome Sanger Institute;SC
ERR067673,SAMEA1015986,Russia,,,2009,Russia,,2009,not known,Homo sapiens,Mycobacterium tuberculosis,PRJEB2138,Wellcome Sanger Institute;SC
ERR067674,SAMEA1016006,Russia,,,2009,Russia,,2009,not known,Homo sapiens,Mycobacterium tuberculosis,PRJEB2138,Wellcome Sanger Institute;SC
ERR067675,SAMEA1016025,Russia,,,2009,Russia,,2009,not known,Homo sapiens,Mycobacterium tuberculosis,PRJEB2138,Wellcome Sanger Institute;SC
ERR067677,SAMEA1016061,Russia,,,2009,Russia,,2009,not known,Homo sapiens,Mycobacterium tuberculosis,PRJEB2138,Wellcome Sanger Institute;SC
